"id";"estado_id";"municipio_id";"parroquia_id";"codigo";"nombre";"referencia"
44;1;1;3;"10103001";INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO;URBANIZACIÓN EL SILENCIO DERECHA CALLE SOLIS. IZQUIERDA CALLE MARCOS PARRA. FRENTE CALLE SOLIS A MARCOS PARRA FRENTE  METRO EL SILENCIO EDIFICIO
45;1;1;3;"10103002";CASA COLONIAL SANTA INÉS CANO AMARILLO;SECTOR CANO AMARILLO FRENTE AVENIDA PRINCIPAL DE CANO AMARILLO. DERECHA CALLE LOS JABILLOS. IZQUIERDA CALLE REAL DE MONTE PIEDAD FRENTE A LAS OFICINAS DEL ANTIGUO CORREO CASA
46;1;1;3;"10103004";ESCUELA BÁSICA BOLÍVAR;SECTOR CANO AMARILLO FRENTE AVENIDA OESTE DOS. DERECHA CALLE ESTACION. IZQUIERDA CALLE CANO AMARILLO DETRÁS DE LA PLAZA BICENTENARIO EDIFICIO
47;1;1;3;"10103005";UNIDAD EDUCATIVA SAN RAFAEL DE PAGUITA;SECTOR CANO AMARILLO FRENTE AVENIDA SUCRE DE CATIA. DERECHA CALLE VIADUCTO UNION. IZQUIERDA CALLE PLAZA MARINO ESQUINA VIADUCTO  Y LA IGLESIA NUESTRA SENORA PERPETUA SOCORRO EDIFICIO
48;1;1;3;"10103006";UNIDAD EDUCATIVA COLEGIO ÁVILA;SECTOR LA HOYADA DERECHA CALLE PENERO. IZQUIERDA CALLE DOCTOR DIAZ. FRENTE CALLE DOCTOR DIAZ A PENERO DETRÁS DE ESQUINA DEL CHORRO Y MINISTERIO DE CIENCIA Y TECNOLOGIA EDIFICIO
49;1;1;3;"10103008";BASE DE MISIONES CACIQUE GUAICAIPURO;SECTOR LA HOYADA FRENTE AVENIDA UNIVERSIDAD. DERECHA CALLE PASEO COLON. IZQUIERDA CALLE EL CHORRO FRENTE AL MPPCTII EDIFICIO
50;1;1;3;"10103010";BIBLIOTECA PUBLICA CENTRAL SIMON RODRIGUEZ;ESQUINA EL CONDE CON AVENIDA SUR 4
51;1;1;3;"10103011";GRAN MISIÓN VIVIENDA EDIFICIO SIMON;ESQUINA SOLÍS A MUÑOZ DIAGONAL AL COMPLEJO EDUCATIVO FERMIN TORO
52;1;1;3;"10103012";URBANISMO EL CALVARIO;AVENIDA SUCRE FRENTE A LAS ESCALINATAS DEL PARQUE EZEQUIEL ZAMORA (ESCALERAS DE EL CALVARIO)
53;1;1;3;"10103013";BASE DE MISIONES CACIQUE CARAPAICA;CALLE SANTA INÉS CON CALLE PRINCIPAL DE CAÑO AMARILLO
54;1;1;3;"10103014";ESCUELA SUPERIOR DE MÚSICA JOSE ANGEL LAMAS;AVENIDA URDANETA ESQUINA DE VEROES A SANTA CAPILLA
55;1;1;4;"10104001";ESCUELA BÁSICA PRIVADA COLEGIO SAN FRANCISCO JAVIE;SECTOR MECEDORES DERECHA CALLE PRINCIPAL DE MECEDORES. IZQUIERDA CALLE ESQUINA SEMINARIO. FRENTE CALLE ESQUINA HIJO DE DIOS AL LADO DE LA UNIVERSIDAD CATÓLICA SANTA ROSA CASA
56;1;1;4;"10104042";UNIDAD EDUCATIVA COLEGIO LUZ Y SABER;SECTOR MANICOMIO DERECHA CALLE SAN RAFAEL. IZQUIERDA CALLE NUEVA AGUA SALUD. FRENTE CALLE PRINCIPAL DE MANICOMIO FRENTE AL EDIFICIO GILDA CASA
57;1;1;4;"10104043";CENTRO MUNICIPAL DE ATENCIÓN INTEGRAL (CMAI) LA PA;SECTOR LOS MECEDORES IZQUIERDA AVENIDA BARALT. FRENTE AVENIDA BARALT. DERECHA CALLE REAL DE LOS MECEDORES FRENTE AL TERMINAL DE CAMIONETAS DE COTIZA GALPÓN
58;1;1;4;"10104045";CENTRO PRE-ESCOLAR ARTURO MICHELENA I;SECTOR ALTOS DE LIDICE DERECHA CALLE PRINCIPAL. FRENTE CALLE LA REDOMA. IZQUIERDA PROLONGACIÓN CALLE LA REDOMA PARTE POSTERIOR DEL HOSPITAL DE LIDICE EDIFICIO
59;1;1;4;"10104046";UNIDAD EDUCATIVA DISTRITAL JOSÉ LUÍS RAMOS;SECTOR LIDICE DERECHA CALLE PRINCIPAL DE LIDICE. FRENTE CALLE CAMPO ELIAS. IZQUIERDA PROLONGACIÓN CALLE CAMPO ELIAS FRENTE AL HOSPITAL EL MANICOMIO EDIFICIO
60;1;1;4;"10104002";UNIDAD EDUCATIVA DISTRITAL JOSÉ GIL FORTUL;SECTOR LA PASTORA DERECHA AVENIDA ESQUINA SOLITARIO. IZQUIERDA AVENIDA DOS PILITAS. FRENTE AVENIDA FINAL AVENIDA BARALT FRENTE AL TRIBUNAL SUPREMO DE JUSTICIA. GALPÓN
61;1;1;4;"10104003";AMBULATORIO NORTE;SECTOR LA PASTORA DERECHA CALLE ESQUINA DOS PILITAS. IZQUIERDA CALLE ESQUINA PORTILLO. FRENTE PROLONGACIÓN AVENIDA BARALT FRENTE AL TRIBUNAL SUPREMO DE JUSTICIA EDIFICIO
62;1;1;4;"10104004";UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTIS;SECTOR MANICOMIO DERECHA CALLE EL MOLINO. IZQUIERDA CALLE LIDICE. FRENTE CALLE REAL EL MOLINO AL LADO DEL MODULO DE LA POLICÍA SUBCOMISARIA DE LA PASTORA. EDIFICIO
63;1;1;8;"10108064";URBANISMO REY DE REYES OPE 47;AV ESTE 10 BIS CON AV ESTE 12 CASCO CENTRAL
64;1;1;4;"10104005";ESCUELA BÁSICA NACIONAL BOLIVARIANA LEÓN TRUJILLO;SECTOR CAMPO ELIAS DE LIDICE DERECHA CALLEJÓN ESQUINA REDOMA. IZQUIERDA CALLEJÓN ESQUINA CERRO. FRENTE CALLEJÓN BLOQUE 7 CAMPO ELIAS FRENTE AL BLOQUE 7 EDIFICIO
65;1;1;4;"10104006";JARDÍN DE INFANCIA DOCTORA  CARMEN VERÓNICA COELLO;SECTOR MANICOMIO DERECHA CALLE BARRIO SIMON RODRIGUEZ. IZQUIERDA CALLE CAMPO ELIAS. FRENTE CALLE PRINCIPAL FRENTE HOSPITAL DE LIDICE. EDIFICIO
66;1;1;4;"10104010";UNIDAD EDUCATIVA DISTRITAL  ALBERTINA ANDRESSEN;SECTOR EL POLVORIN Y BARRIO SIN LEY FRENTE CALLE PRIMERA CALLE. DERECHA CALLEJÓN TIERRA BLANCA. IZQUIERDA CALLEJÓN LA PILA FRENTE CENTRO ARTÍSTICO CULTURAL RAFUCHO Y SUS NIÑOS. CALLEJÓN SAN JOSÉ BARRIO SIN LEY. CASA
67;1;1;4;"10104011";UNIDAD EDUCATIVA DISTRITAL UNITARIA NUMERO  44;SECTOR LOS GUAYABITOS FRENTE CALLE REAL CAMINO DE LOS ESPA#OLES. DERECHA PROLONGACIÓN CALLE REAL CAMINO DE LOS ESPA#OLES. IZQUIERDA PROLONGACIÓN CALLE REAL CAMINO DE LOS ESPA#OLES DIAGONAL AL RANCHO DE MANOLO CASA
68;1;1;4;"10104012";UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO SAN J;SECTOR LA PASTORA DERECHA CALLE NORTE 10. IZQUIERDA CALLE SAN RAFAEL. FRENTE CALLE REAL LA PASTORA FRENTE A LA FARMACIA PUERTA CARACAS EDIFICIO
69;1;1;4;"10104013";CENTRO DE SALUD INTEGRAL DOCTOR JOSÉ IZQUIERDO;SECTOR PUERTA CARACAS FRENTE CALLE EL POLVORÍN. DERECHA BULEVAR PLAZA ANDRÉS ELOY BLANCO. IZQUIERDA BULEVAR EL POLVORÍN PLAZA ANDRÉS ELOY BLANCO CASA
70;1;1;4;"10104014";LICEO BOLIVARIANO LINO GALLARDO;SECTOR LOS MECEDORES FRENTE CALLE REAL DE LOS MECEDORES. DERECHA PROLONGACIÓN CALLE REAL DE LOS MECEDORES. IZQUIERDA PROLONGACIÓN CALLE REAL DE LOS MECEDORES FRENTE A LA RESIDENCIA LOS MECEDORES EDIFICIO
71;1;1;4;"10104018";UNIDAD EDUCATIVA NACIONAL BOLIVARIANA CRUCITA DELG;SECTOR MANICOMIO IZQUIERDA CALLE LA LOMA. FRENTE CALLE BOLIVAR. DERECHA PROLONGACIÓN CALLE BOLIVAR FRENTE PARQUE INFANTIL EDIFICIO
72;1;1;4;"10104022";UNIDAD EDUCATIVA SAN FRANCISCO JAVIER;SECTOR LIDICE IZQUIERDA CALLE PRINCIPAL DE LIDICE. FRENTE CALLE REAL DE LIDICE. DERECHA CALLEJÓN REAL DE LIDICE AL LADO DE LA IGLESIA DE LIDICE. EDIFICIO
73;1;1;4;"10104024";UNIDAD EDUCATIVA DISTRITAL  ENRIQUE CHAUMER;SECTOR LIDICE FRENTE CALLE REAL DE LIDICE. DERECHA PROLONGACIÓN CALLE REAL DE LIDICE. IZQUIERDA PROLONGACIÓN CALLE REAL DE LIDICE AL LADO DEL LICEO BOLIVARIANO PERÚ DE LACROIX EDIFICIO
74;1;1;4;"10104025";UNIDAD EDUCATIVA PRIVADA COLEGIO MODERNO;SECTOR MANICOMIO DERECHA CALLE BACHICHE. IZQUIERDA CALLE LOZADA. FRENTE CALLE PRINCIPAL  MANICOMIO AL LADO DE LA FARMACIA PRINCIPAL CASA
75;1;1;4;"10104026";UNIDAD EDUCATIVA DISTRITAL ANTONIO VAAMONDE;URBANIZACIÓN LA PASTORA DERECHA AVENIDA OESTE 15 ESQUINA SAN PASCUAL. IZQUIERDA AVENIDA OESTE 17 ESQUINA SANTA ANA. FRENTE AVENIDA NORTE 14 BOULEVAR BRASIL FRENTE AL EDIFICIO BRASIL CASA
76;1;1;4;"10104027";UNIDAD EDUCATIVA PRIVADA INSTITUTO SAN JUDAS TADEO;SECTOR MECEDORES DERECHA CALLE SABANA DEL BLANCO. FRENTE CALLE CUARTA. IZQUIERDA PROLONGACIÓN CUARTA CALLE ADYACENTE A LA FUNERARIA CASA
77;1;1;4;"10104028";LICEO BOLIVARIANO PERÚ DE LA CROIX;SECTOR LIDICE DERECHA CALLE REAL DE MANICOMIO. FRENTE CALLE REAL DE LIDICE. IZQUIERDA PROLONGACIÓN CALLE REAL DE LIDICE AL LADO DE LA COMISARÍA DIEGO DE LOSADA DE LA POLICÍA EDIFICIO
78;1;1;4;"10104029";UNIDAD EDUCATIVA NACIONAL BOLIVARIANA REPUBLICA DE;SECTOR LA PASTORA FRENTE AVENIDA OESTE 15. DERECHA CALLE NORTE 18. IZQUIERDA CALLE OESTE 15 Y ESQUINA NAZARENO FRENTE A LA ESQUINA SANTA ISABEL EDIFICIO
79;1;1;4;"10104030";UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO LA DI;SECTOR LA PASTORA FRENTE AVENIDA NORTE 22  ESQUINA SAN ANTONIO. DERECHA CALLE OESTE 13. IZQUIERDA CALLE OESTE 11 AL LADO DEL SANTUARIO NIÑO JESÚS DE PRAGA EDIFICIO
80;1;1;4;"10104031";UNIVERSIDAD CATÓLICA SANTA ROSA;SECTOR SABANA DEL BLANCO DERECHA AVENIDA BARALT. IZQUIERDA CALLE CUARTA  SABANA DEL BLANCO. FRENTE CALLE SEMINARIO AL LADO DEL COLEGIO SAN FRANCISCO JAVIER EDIFICIO
81;1;1;4;"10104032";UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JOSÉ IGNACIO;SECTOR SABANA DEL BLANCO DERECHA CALLE CALLE REAL DE LOS MECEDORES. FRENTE CALLE SEXTA. IZQUIERDA PROLONGACIÓN SEXTA CALLE FRENTE AL TALLER CIRCULO OBRERO EDIFICIO
82;1;1;4;"10104033";UNIDAD EDUCATIVA LICEO BOLIVARIANO AGUSTÍN AVELEDO;SECTOR LA PASTORA DERECHA AVENIDA OESTE 11. IZQUIERDA AVENIDA OESTE 13. FRENTE AVENIDA NORTE 14 ENTRE ESQUINAS TAJAMAR  Y NATIVIDAD EDIFICIO
83;1;1;4;"10104034";UNIDAD EDUCATIVA PRIVADA MONSEÑOR CASTILLO;SECTOR LA PASTORA DERECHA AVENIDA OESTE 13. IZQUIERDA AVENIDA OESTE 11. FRENTE AVENIDA NORTE 10 FRENTE IGLESIA LA PASTORA CASA
84;1;1;4;"10104036";UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 5 DE JULIO;SECTOR LA PASTORA DERECHA AVENIDA NORTE 8. IZQUIERDA AVENIDA NORTE 9. FRENTE AVENIDA OESTE 9 FRENTE FARMACIA AMADORES CASA
85;1;1;4;"10104037";UNIDAD EDUCATIVA DISTRITAL URDANETA;SECTOR LA PASTORA DERECHA AVENIDA OESTE 9. IZQUIERDA AVENIDA OESTE 11. FRENTE AVENIDA NORTE 10 FRENTE A LA PLAZA LA PASTORA CASA
86;1;1;4;"10104039";UNIDAD EDUCATIVA  DISTRITAL RIBAS;SECTOR LA PASTORA DERECHA AVENIDA OESTE 9. IZQUIERDA AVENIDA OESTE 11. FRENTE AVENIDA NORTE 10 FRENTE A LA PLAZA LA PASTORA CASA
87;1;1;4;"10104040";UNIDAD EDUCATIVA PARROQUIAL NUESTRA SEÑORA DE CORO;SECTOR LA PASTORA DERECHA AVENIDA OESTE 13. FRENTE AVENIDA NORTE 8. IZQUIERDA CALLE ESQUINA LA PASTORA FRENTE AL PREESCOLAR CHABELITA CASA
88;1;1;4;"10104047";UNIDAD EDUCATIVA NACIONAL CANAIMA;SECTOR CANAIMA DE EL MANICOMIO FRENTE CALLE RANCHO GRANDE. IZQUIERDA PROLONGACIÓN CALLE RANCHO GRANDE. DERECHA CALLEJÓN CANAIMA FRENTE AL TERMINAL DE CAMIONETAS LINEA EL MANICOMIO EDIFICIO
89;1;1;4;"10104048";ESCUELA NACIONAL BÁSICA EL POLVORÍN;SECTOR LA PASTORA DERECHA CALLE CIEGA. IZQUIERDA CALLE CIEGA. FRENTE CALLE ENCARNACIÓN CALLE ENCARNACIÓN A QUEBRADA CALLE CIEGA CASA
90;1;1;4;"10104049";ASOCIACIÓN CIVIL COMUNITARIA LA DIVINA PASTORA;SECTOR EL POLVORÍN FRENTE CALLE SANTA ISABEL. DERECHA CALLEJÓN HORNITOS. IZQUIERDA CALLEJÓN EL HUECO ADYECENTE A LA  PLAZA ANDRÉS ELOY BLANCO CASA
91;1;1;4;"10104051";ANTIGUO IPOSTEL;SECTOR PUERTA CARACAS DERECHA CALLE PILA A CALLE NUEVA. IZQUIERDA CALLE POLVORIN. FRENTE CALLE PRIMERA CALLE EL POLVORIN PATIO DE BOLAS CASA
92;1;1;4;"10104052";MÓDULO BARRIO ADENTRO UNIÓN Y FUERZA;SECTOR TINAJITAS IZQUIERDA AVENIDA SUCRE. FRENTE AVENIDA SUCRE. DERECHA CALLEJÓN BUENA VISTA LATERAL AL REGIMIENTO DE LA GUARDIA DE HONOR CASA
93;1;1;4;"10104053";UNIDAD PREESCOLAR JOSÉ PRUDENCIO PADILLA;SECTOR LIDICE DERECHA CALLE NUEVA AGUA SALUD. IZQUIERDA CALLE TRECE DE JULIO. FRENTE CALLE REAL DEL MANICOMIO AL FRENTE DE LA ESTACIÓN DE SERVICIO 13 DE JULIO CASA
94;1;1;4;"10104054";CASA COMUNAL LOMA 1;SECTOR LIDICE CASA COMUNAL PRIMERA LOMA DEL POLVORIN PARTE ALTA ENTRANDO POR EL LOTE 15
95;1;1;4;"10104055";MODULO DE SALUD TRIUNFO DE NAZARETH;"2DO PLAN LAS RUINAS BARRIO LAS TORRES LOS MECEDORES."
97;1;1;4;"10104057";CASA DE SALUD COMUNAL;CALLE REAL DEL LIDICE CALLE EL CARMEN ENTRE LOTE 15 Y CALLE EL ROSARIO
